прежде всего,,πρώτα απ΄όλα,διάφορα,23
апчхи,,αψού,διάφορα,24
еще больше,,κι άλλο,διάφορα,24
и тебе того же (холостякам о свадьбе),,στα δικά σου,διάφορα,24
"ладно, в любом случае",,τέλος πάντων,διάφορα,24
на какой станции мне выходить?,,Σε ποιά στάση πρέπει να κατεβώ;,διάφορα,24
прощай,,άντε γεια σας,διάφορα,24
с детства,,από παδιά,διάφορα,24
до новых встреч,,καλή αντάμωση,διάφορα,25
добро пожаловать,,καλώς,διάφορα,25
полный народу,,γεμάτος κόσμο,διάφορα,25
удачи,,κάθε ευτυχία,διάφορα,25
что-нибудь найдется,,κάτι θα γίνει,διάφορα,25
шаг за шагом,,βήμα βήμα,διάφορα,25
между,,μεταξύ,διάφορα,26
"то есть, другими словами",,δηλαδή,διάφορα,26
врач,,ο γιατρός,επαγγέλματα,2
студент(ка),,ο φοιτητής/η φοιτήτρια,επαγγέλματα,2
преподаватель(ница),,ο καθηγητής/η καθηγήτρια,επαγγέλματα,3
психоаналитик,,ο ψυχαναλυτής,επαγγέλματα,3
актёр,,ο/η ηθοποιός,επαγγέλματα,5
архитектор,,ο αρχιτέκτονας/η αρχιτεκτόνισσα ,επαγγέλματα,5
клерк,,ο/η υπάλληλος,επαγγέλματα,5
официант(ка),,ο σερβιτόρος/η σερβιτόρα,επαγγέλματα,7
владелец/работник кафе,,ο καφετζής/η καφετζού,επαγγέλματα,8
археолог,,ο/η αρχαιολόγος,επαγγέλματα,9
врач-терапевт,,ο/η παθολόγος,επαγγέλματα,9
спортсмен,,ο αθλητής/η αθλήτρια,επαγγέλματα,9
учитель(ница),,ο δάσκαλος/η δασκάλα,επαγγέλματα,9
живописец,,ο/η ζωγράφος,επαγγέλματα,10
юрист,,ο/η δικηγόρος,επαγγέλματα,11
инженер,,ο/η μηχανικός,επαγγέλματα,12
секретарь,,ο/η γραμματέας,επαγγέλματα,12
студент,,ο σπουδαστής/η σπουδάστρια,επαγγέλματα,12
рабочий,,ο εργάτης/η εργάτρια,επαγγέλματα,13
директор,,ο διευθυντής/η διευθύντρια,επαγγέλματα,16
бакалейщик,,ο μπακάλης (οι μπακάληδες),επαγγέλματα,18
зеленщик,,ο μανάβης (οι μανάβηδες),επαγγέλματα,18
мясник,,ο χασάπης (οι χασάπηδες),επαγγέλματα,18
рыбак,,ο ψαράς (οι ψαράδες),επαγγέλματα,18
таксист,,ο ταξιτζής (οι ταξιτζήδες),επαγγέλματα,18
водопроводчик,,ο υδραύλικος,επαγγέλματα,19
медсестра/брат,,ο νοσοκόμος/η νοσοκόμα,επαγγέλματα,19
педиатр,,ο/η παιδίατρος,επαγγέλματα,19
электрик,,ο/η ηλεκτρολόγος,επαγγέλματα,19
журналист(ка),,ο/η δημοσιογράφος,επαγγέλματα,20
официант(ка),,ο γκαρσόνι/η γκαρσόνα,επαγγέλματα,21
"консьерж, привратник",,ο θυρωρός,επαγγέλματα,22
диплом,,το δίπλωμα,επαγγέλματα,23
"дополнительное занятие, кружок",,το φροντιστήριο,επαγγέλματα,23
"фирма, компания",,η εταιρεία,επαγγέλματα,23
аптекарь,,ο/η φαρμακοποιός,επαγγέλματα,24
госслужащий,,ο/η δημόσιος υπάλληλος,επαγγέλματα,24
дипломат,,ο/η διπλωμάτης/η διπλωμάτισσα,επαγγέλματα,24
переводчик/ца,,ο μεταφραστής/η μεταφράστρια,επαγγέλματα,24
повар/иха,,ο μάγειρας/η μαγείρισσα,επαγγέλματα,24
программист/ка,,ο προγραμματιστής/η προγραμματίστρια,επαγγέλματα,24
"продавец, торговец",,ο/η έμπορος,επαγγέλματα,24
специалист по рекламе,,ο διαφημιστής/η διαφημίστρια,επαγγέλματα,24
экономист,,ο/η οικονομολόγος,επαγγέλματα,24
социология,η,κοινωνιολογία,επαγγέλματα,25
готовый,,έτοιμος,επίθετα,1
большой,,μεγάλος,επίθετα,3
женатый/замужняя,,παντρεμένος,επίθετα,3
красивый,,όμορφος,επίθετα,3
маленький,,μικρός,επίθετα,3
плохой,,άσχημος,επίθετα,3
свободный,,ελεύθερος,επίθετα,3
дешёвый,,φτηνός,επίθετα,4
дорогой,,ακριβός,επίθετα,4
"мелкий, тонкий",,ψιλός,επίθετα,4
прекрасный,,ωραίος,επίθετα,4
белый,,άσπρος,επίθετα,5
вкусный,,νόστιμος,επίθετα,5
высокий,,ψηλός,επίθετα,5
голубой,,γαλάζιος,επίθετα,5
горячий,,ζεστός,επίθετα,5
двухместный,,δίκλινος,επίθετα,5
жёлтый,,κίτρινος,επίθετα,5
закрытый,,κλειστός,επίθετα,5
зелёный,,πράσινος,επίθετα,5
красный,,κόκκινος,επίθετα,5
молодой,,νέος,επίθετα,5
нежный,,μειλίχιος,επίθετα,5
новый,,καινούργιος,επίθετα,5
одноместный,,μονόκλινος,επίθετα,5
острый,,πιπεράτος,επίθετα,5
открытый,,ανοιχτός,επίθετα,5
посредственный,,μέτριος,επίθετα,5
пресный,,ανάλατος,επίθετα,5
серый,,γκρίζος,επίθετα,5
сладкий,,γλυκός,επίθετα,5
смешной,,αστείος,επίθετα,5
трёхместный,,τρίκλινος,επίθετα,5
холодный,,κρύος,επίθετα,5
чёрный,,μαύρος,επίθετα,5
довольный,,ευχαριστημένος,επίθετα,6
уставший,,κουρασμένος,επίθετα,6
в томатном соусе,,κοκκινιστός,επίθετα,7
деревенский,,χωριάτικος,επίθετα,7
жареный,,τηγανιτός,επίθετα,7
на гриле,,ψητός,επίθετα,7
щедрый,,φιλότιμος,επίθετα,7
глупый,,χαζός,επίθετα,8
коричневый,,καφέ,επίθετα,8
ледяной,,κρύος παγωμέωος,επίθετα,8
розовый,,ροζ,επίθετα,8
умный,,έξυπνος,επίθετα,8
фиолетовый,,μωβ,επίθετα,8
белокурый,,ξανθός,επίθετα,9
в один конец,,απλός,επίθετα,9
обратный,,με επιστροφή,επίθετα,9
подтянутый,,γυμνασμένος,επίθετα,9
простой,,εύκολος,επίθετα,9
сердитый,,θυμωμένος μαζί σου/με κπ,επίθετα,9
старый,,παλιός,επίθετα,9
трудный,,δύσκολος,επίθετα,9
туристический,,τουριστικός,επίθετα,9
уверенный,,βέβαιος,επίθετα,9
узкий,,στενός,επίθετα,9
больной,,άρρωστος,επίθετα,10
длинный,,μακρύς/μακριά/μακρύ,επίθετα,10
могучий,,δυνατός,επίθετα,10
низкий (по ~ цене),,σε χαμηλή τιμή,επίθετα,10
"дорогой, уважаемый",,αγαπητός,επίθετα,11
правильный,,σωστός/ή,επίθετα,11
буйно-зеленый,,καταπράσινος,επίθετα,12
в ярости,,έξαλλος/η,επίθετα,12
вкусный,,καλομαγειρεμένος,επίθετα,12
грустный,,στενοχωρημένος,επίθετα,12
любопытный,,περίεργος,επίθετα,12
младше Спиридона/всех,,μικρότερος από τον Σπύρο/όλους,επίθετα,12
наилучший,,καλύτερος,επίθετα,12
наихудший,,χειρότερος,επίθετα,12
несчастный,,δυστυχισμένος,επίθετα,12
"отвлеченный, рассеянный",,αφηρημένος,επίθετα,12
психологический,,ψυχολογικός,επίθετα,12
самый большой,,μεγαλύτερος,επίθετα,12
самый многочисленный,,περισσότερος,επίθετα,12
счастливый,,ευτυχισμένος,επίθετα,12
уверенный,,σίγουρος/η,επίθετα,12
чистый,,καθαρός,επίθετα,12
шаловливый,,άτακτος,επίθετα,12
важный,,σημαντικός,επίθετα,13
главный,,κύριος,επίθετα,13
грязный,,βρόμικος,επίθετα,13
интересный,,ενδιαφέρων-ουσα-ον,επίθετα,13
удобный,,βολικός,επίθετα,15
и немало,,όχι και λίγος,επίθετα,16
"тихий, спокойный",,ήσυχος/η/ο,επίθετα,16
бедный,,φτωχός,επίθετα,17
богатый,,πλούσιος,επίθετα,17
вежливый,,ευγενικός,επίθετα,17
вечерний,,βραδινός,επίθετα,17
горький,,πικρός,επίθετα,17
кислый,,ξινός,επίθετα,17
мягкий,,μαλακός,επίθετα,17
невысокий,,κοντός,επίθετα,17
необыкновенный,,εξαιρετικός,επίθετα,17
печальный,,μελαγχολικός,επίθετα,17
плохой,,κακός,επίθετα,17
последний,,τελευταίος,επίθετα,17
свежий,,φρέσκος/ια/ο,επίθετα,17
соленый,,αλμυρός,επίθετα,17
темноволосый,,μελαχρινός,επίθετα,17
толстый,,χοντρός,επίθετα,17
удачливый,,τυχερός,επίθετα,17
худощавый,,λεπτός,επίθετα,17
безымянный,,ανώνυμος,επίθετα,18
говяжий,,μοσχαρίσιος,επίθετα,18
"дружеский, дружелюбный",,φιλικός,επίθετα,18
"ежедневный, повседневный",,καθημερινός,επίθετα,18
жирный,,παχύς/ιά/ύ,επίθετα,18
"местный, районный",,της γειτονιάς,επίθετα,18
пустой,,άδειος/α/ο,επίθετα,18
свиной,,χοιρινός,επίθετα,18
человеческий,,ανθρώπινος,επίθετα,18
фаршированный,,γεμιστός/ή/ό,επίθετα,19
центральный,,κεντρικός/ή/ό,επίθετα,19
государственный,,δημόσιος/α/ο,επίθετα,20
"мелко порубленный, тёртый",,ψιλοκομμένος,επίθετα,20
опасный,,επικίνδυνος,επίθετα,20
работающий,,εργαζόμενος/η/ο,επίθετα,20
собственный,,ο δικός/η δικιά(ή)/το δικό μου,επίθετα,20
сгоревший,,καμένος/η/ο,επίθετα,21
трагический,,τραγικός,επίθετα,21
"голодный, на голодный желудок",,νηστικός/ή/ό,επίθετα,22
"бранчливый, придирчивый",,παραπονιάρης/ηδες/α/ικο,επίθετα,23
"другой, отличный",,διαφορετικός,επίθετα,23
"кокетливый, капризный",,ναζιάρης/ηδες/α/ικο,επίθετα,23
ленивый,,τεμπέλης/ηδες/α/ικο,επίθετα,23
летний,,θερινός,επίθετα,23
любящий сплетничать,,κουτσομπόλης/ηδες/α/ικο,επίθετα,23
неблагодарный,,αχάριστος,επίθετα,23
нынешний,,σημερινός,επίθετα,23
ревнивый,,ζηλιάρης/ηδες/α/ικο,επίθετα,23
скаредный,,τσιγγούνης/ηδες/α/ικο,επίθετα,23
склонный к нытью,,γκρινιάρης/ηδες/α/ικο,επίθετα,23
странный,,παράξενος,επίθετα,23
тёмный,,σκοτεινός,επίθετα,23
упрямый,,πεισματάρης/ηδες/α/ικο,επίθετα,23
важный,,σπουδαίος/α/ο,επίθετα,24
влюбленный,,ερωτευμένος,επίθετα,24
грубый,,αυθάδης,επίθετα,24
"жесткий, суровый",,σκληρός,επίθετα,24
междугородний,,υπεραστικός,επίθετα,24
однообразный,,μονότονος,επίθετα,24
ответственный,,υπεύθυνος,επίθετα,24
приятный,,ευχάριστος,επίθετα,24
простуженный,,κρυωμένος,επίθετα,24
скучный,,βαρετός,επίθετα,24
современный,,σύγχρονος,επίθετα,24
социальный,,κοινωνικός,επίθετα,24
сумасшедший,,τρελός,επίθετα,24
утомительный,,κουραστικός,επίθετα,24
"экономический, финансовый",,οικονομικός,επίθετα,24
"иллюзорный, нереалистичный",,χιμαιρικός,επίθετα,25
иррациональный,,παράλογος (παράλογων),επίθετα,25
мудрый,,σοφός,επίθετα,25
необычный,,ασυνήθιστος,επίθετα,25
объектноориентированный,,"αντικειμενοστρεφής (ής, ές, είς)",επίθετα,25
"светлый, яркий",,φωτεινός,επίθετα,25
успешный,,επιτυχημένος,επίθετα,25
естественно,,φυσικά,επιρρήματα,5
быстро,,γρήγορα,επιρρήματα,6
возможно,,πιθανών,επιρρήματα,6
к сожалению,,δυστυχώς,επιρρήματα,6
к счастью,,ευτυχώς,επιρρήματα,6
точно,,ακριβώς,επιρρήματα,6
правильно,,σωστά,επιρρήματα,7
вовсе не,,καθόλου,επιρρήματα,8
скорее,,μάλλον,επιρρήματα,10
ах если бы,,μακάρι,επιρρήματα,12
в конце концов,,τελικά,επιρρήματα,12
в любом случае,,πάντως,επιρρήματα,12
внезапно,,ξαφνικά,επιρρήματα,12
по меньшей мере,,τουλάχιστον,επιρρήματα,12
постоянно,,τακτικά,επιρρήματα,12
потихоньку,,σιγά,επιρρήματα,12
случайно,,τυχαία,επιρρήματα,12
внимательно,,με προσοχή,επιρρήματα,13
"хватит, довольно",,αρκετά,επιρρήματα,13
"чётко, ясно",,καθαρά,επιρρήματα,13
"сильно, громко",,δυνατά,επιρρήματα,15
в конце концов,,επιτέλους,επιρρήματα,16
с трудом,,με δυσκολία,επιρρήματα,17
почти,,σχεδόν,επιρρήματα,20
спокойно,,χωρίς άγχος,επιρρήματα,21
тихо,,ήσυχα,επιρρήματα,22
больше (не),,πια,επιρρήματα,23
иногда,,ώρες - ώρες,επιρρήματα,23
каким-то образом,,κάπου,επιρρήματα,23
на самом деле,,πραγματικά,επιρρήματα,23
в конце-то концов! (неодобр.),,επιτέλους,επιρρήματα,24
громко,,δυνατά,επιρρήματα,24
довольно-таки,,αρκετά > μάλλον > σχετικά > κάπως,επιρρήματα,24
"очевидно, по всей видимости",,προφανώς,επιρρήματα,25
поспешно,,βιαστικά,επιρρήματα,25
сначала,,πρώτα,επιρρήματα,25
церковь,,η εκκλησία,θρησκεία,6
храм,,ο ναός,θρησκεία,8
"сохрани его в здравии, св. Николай",,"έχε τον/την καλά, Άγιε Νικόλα μου",θρησκεία,15
священник,,ο παπάς (οι παπάδες),θρησκεία,18
Богородица,,η Παναγία,θρησκεία,19
проблема,,το πρόβλημα,ιδέες,1
имя,,το όνομα,ιδέες,2
Конституция,,το Σύνταγμα,ιδέες,2
урок,,το μάθημα,ιδέες,2
психоанализ,,η ψυχανάλυση,ιδέες,3
работа,,η δουλειά,ιδέες,3
деньги,,τα λεπτά,ιδέες,4
дата,,η χρονολογία,ιδέες,5
лекарство,,το φάρμακο,ιδέες,5
размер,,το νούμερο,ιδέες,5
цвет,,το χρώμα,ιδέες,5
цена,,η τιμή,ιδέες,5
яд,,το φαρμάκι,ιδέες,5
неправильно,,το λάθος,ιδέες,7
песня,,το τραγούδι,ιδέες,7
буква,,το γράμμα,ιδέες,8
жизнь,,η ζωή,ιδέες,8
история,,η ιστορία,ιδέες,8
подарок,,το δώρο,ιδέες,8
вещь,,το πράγμα,ιδέες,9
вопрос (задать вопрос),,η ερώτηση(εις) (κάνω ερώτηση),ιδέες,9
идея,,η ιδέα,ιδέες,9
"место, положение",,η θέση,ιδέες,9
поездка,,το ταξίδι,ιδέες,9
"список, меню",,ο κατάλογος,ιδέες,9
упражнение,,η άσκηση(εις),ιδέες,9
шутка,,το αστείο,ιδέες,9
адрес,,η διεύθυνση(εις),ιδέες,10
каникулы,,οι διακοπές,ιδέες,10
класс,,η τάξη,ιδέες,10
ломтик,,η φέτα,ιδέες,10
свидание,,το ραντεβού,ιδέες,10
новости,,τα νέα,ιδέες,11
номер (телефона),,ο αριθμός,ιδέες,11
ответ,,η απάντηση (εις),ιδέες,11
предлог,,η πρόθεσι (εις),ιδέες,11
предложение,,η πρόταση (εις),ιδέες,11
пробел,,το κενό,ιδέες,11
род,,το γένος,ιδέες,11
слово,,η λέξη (εις),ιδέες,11
ахинея,,η σαχλαμάρα,ιδέες,12
вечеринка,,το πάρτι,ιδέες,12
документы,,τα έγγραφα,ιδέες,12
"отрицание, отказ",,η άρνηση,ιδέες,12
праздник,,η γιορτή,ιδέες,12
сообщение,,το μήνυμα,ιδέες,12
утверждение,,η κατάφαση,ιδέες,12
принести перемены,,φέρνω αλλαγή,ιδέες,13
слова (песни),,τα λόγια,ιδέες,13
страдание,,το βάσανο,ιδέες,13
шум (шуметь),,ο θόρυβος (κάνω θόρυβο),ιδέες,13
анекдот,,το ανέκδοτο,ιδέες,14
прогресс,,η πρόοδος,ιδέες,14
деньги,,τα χρήματα,ιδέες,16
"записка, записи",,η σημείωση (οι σημειώσεις),ιδέες,16
здоровье,,η υγεία,ιδέες,16
кусок,,το κομμάτι,ιδέες,16
правда,,η αλήθεια,ιδέες,16
тишина,,η ησυχία,ιδέες,16
фигня,,η αηδία (και αηδίες),ιδέες,16
экзамен,,η εξέταση (οι εξετάσεις),ιδέες,16
архитектура,,η αρχιτεκτονική,ιδέες,17
буза,,η φασαρία,ιδέες,17
визит,,η επίσκεψη (εις),ιδέες,17
воспоминание,,η ανάμνηση (εις),ιδέες,17
диалог,,ο διάλογος,ιδέες,17
команда,,η ομάδα,ιδέες,17
лекция,,η διάλεξη (εις),ιδέες,17
мысль,,η σκέψη (εις),ιδέες,17
пенсия,,η σύνταξη (εις),ιδέες,17
правописание,,η ορθογραφία,ιδέες,17
рецепт,,η συνταγή,ιδέες,17
трудность,,η δυσκολία,ιδέες,17
"флаг, знамя",,η σημαία,ιδέες,17
беседа,,η κουβέντα,ιδέες,18
записка,,το σημείωμα,ιδέες,18
контакт,,η επαφή,ιδέες,18
мытье,,το πλύσιμο,ιδέες,18
начало (вначале),,(στην) αρχή,ιδέες,18
порция,,η μερίδα,ιδέες,18
пятно,,ο λεκές (οι λεκέδες),ιδέες,18
теплота,,η ζεστασιά,ιδέες,18
метод,,η μέθοδος,ιδέες,19
параграф,,η παράγραφος,ιδέες,19
перебой,,η διακοπή,ιδέες,19
поломка,,η βλάβη,ιδέες,19
помощь,,η βοήθεια,ιδέες,19
"речь, причина",,ο λόγος,ιδέες,19
"тема, пункт",,το θέμα,ιδέες,19
зарплата,,ο μισθός,ιδέες,20
интервью,,η συνέντευξη (εις),ιδέες,20
коммунальные расходы,,τα κοινόχρηστα,ιδέες,20
рента,,το ενοίκιο,ιδέες,20
"сочинение, эссе",,η έκθεση (εις),ιδέες,20
"беспокойство, тревога",,το άγχος,ιδέες,21
вес,,το βάρος,ιδέες,21
"вид, тип",,το είδος,ιδέες,21
карьера,,η καριέρα,ιδέες,21
катастрофа,,η καταστροφή,ιδέες,21
конец,,το τέλος,ιδέες,21
место,,το μέρος,ιδέες,21
поцелуй,,το φιλί,ιδέες,21
происшествие,,το ατύχημα,ιδέες,21
размер,,το μέγεθος,ιδέες,21
рост,,το ύψος,ιδέες,21
"стиль, выражение лица",,το ύφος,ιδέες,21
страсть,,το πάθος,ιδέες,21
ложь,,το ψέμα/τα ψέματα,ιδέες,22
плакать по пустякам,,κλαίω με το παραμυκρό,ιδέες,22
мечта,,το όνειρο,ιδέες,23
ностальгия,,η νοσταλγία,ιδέες,23
образование,,η μόρφωση,ιδέες,23
"обязанность, ответственность",,η ευθύνη(ες),ιδέες,23
сплетня,,το κουτσομπολιό,ιδέες,23
желание,,η επιθυμία,ιδέες,24
исследование (проводить ~),,η έρευνα (κάνω ~),ιδέες,24
